region_bld,clim,urt,arch,eneff,value
C-EEU-BGR,Zone_4A Mixed Humid,rur,inf,ns,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s1,195.8651079
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s2,187.1783861
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s3,116.5441466
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s51_std,85.35658307
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s52_low,38.12468591
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr11_std,195.8651079
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr12_low,195.8651079
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr21_std,187.1783861
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr22_low,187.1783861
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr31_std,116.5441466
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr32_low,116.5441466
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s1,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s2,458.3352293
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s3,287.3027961
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s51_std,210.1258172
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s52_low,87.90436548
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr11_std,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr12_low,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr21_std,458.3352293
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr22_low,458.3352293
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr31_std,287.3027961
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr32_low,287.3027961
C-EEU-BGR,Zone_4A Mixed Humid,urb,inf,ns,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,s1,196.3847977
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,s2,187.6672935
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,s3,116.8155221
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,s51_std,85.51459929
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,s52_low,38.13822199
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,sr11_std,196.3847977
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,sr12_low,196.3847977
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,sr21_std,187.6672935
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,sr22_low,187.6672935
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,sr31_std,116.8155221
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,sr32_low,116.8155221
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,s1,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,s2,459.6499634
